t_const_Directors,n_const_Directors
tt0148837,nm0566812
tt0148838,nm0554875
tt0148839,\N
tt0148840,nm0227584
tt0148841,nm0707856
tt0148842,nm0756488
tt0148843,\N
tt0148844,\N
tt0148845,nm0547771
tt0148846,nm0324875
tt0148847,\N
tt0148848,nm0204190
tt0148849,nm0596933
tt0148851,nm0655230
tt0148853,nm0070724
tt0148854,nm0707009
tt0148855,nm0707009
tt0148857,nm0289245
tt0148858,\N
tt0148859,nm0470251
tt0148860,nm0398955
tt0148861,nm0603826
tt0148862,nm4297747
tt0148863,nm0278735
tt0148864,nm0655230
tt0148865,nm0272104
tt0148866,\N
tt0148867,nm0511107
tt0148868,nm0511107
tt0148869,nm0211487
tt0148870,nm0000465
tt0148871,nm0293410
tt0148872,nm0205317
tt0148873,nm0000465
tt0148874,nm0094217
tt0148875,nm0611157
tt0148876,nm0711197
tt0148877,nm0397184
tt0148879,nm0072662
tt0148880,nm0722551
tt0148881,nm0622051
tt0148882,\N
tt0148884,nm0289245
tt0148885,nm0005480
tt0148886,\N
tt0148887,nm0160545
tt0148888,nm0743515
tt0148889,\N
tt0148890,\N
tt0148891,nm0312911
tt0148892,nm0071929
tt0148893,\N
tt0148894,\N
tt0148895,nm0068871
tt0148896,\N
tt0148897,\N
tt0148898,\N
tt0148899,\N
tt0148900,nm0671060
tt0148901,nm0655230
tt0148902,nm1521559
tt0148903,nm1517434
tt0148904,nm0572879
tt0148905,nm0232705
tt0148906,\N
tt0148907,\N
tt0148908,\N
tt0148909,\N
tt0148910,\N
tt0148911,\N
tt0148912,\N
tt0148913,\N
tt0148914,\N
tt0148915,\N
tt0148916,\N
tt0148917,nm0090534
tt0148918,nm0655230
tt0148919,\N
tt0148920,\N
tt0148921,\N
tt0148922,nm0926880
tt0148923,nm0129092
tt0148924,nm0313177
tt0148925,nm1626431
tt0148926,nm0249892
tt0148927,nm0124138
tt0148928,nm0289245
tt0148929,nm0711197
tt0148930,nm0407489
tt0148931,nm0407489
tt0148932,nm0946638
tt0148933,nm0849080
tt0148934,nm0946638
tt0148935,nm0593014
tt0148936,nm0593014
tt0148937,nm0946638
tt0148940,nm0849080
tt0148941,nm0409270
tt0148942,nm0006761
tt0148943,nm0029904
tt0148944,nm0765430
tt0148945,nm0391058
tt0148946,\N
tt0148947,nm0293410
tt0148948,nm0047323
tt0148949,\N
tt0148950,nm1021376
tt0148951,nm0101288
tt0148952,\N
tt0148953,nm0094217
tt0148954,\N
tt0148955,nm0258007
tt0148956,nm0258007
tt0148957,nm0258007
tt0148958,nm0258007
tt0148959,nm0258007
tt0148960,nm0199027
tt0148961,\N
tt0148962,nm0185955
tt0148963,nm0094217
tt0148964,\N
tt0148965,\N
tt0148966,nm0086144
tt0148967,\N
tt0148968,\N
tt0148969,\N
tt0148970,nm0003361
tt0148971,nm0134536
tt0148972,\N
tt0148973,nm0232705
tt0148974,\N
tt0148975,nm0593722
tt0148976,\N
tt0148977,nm0006761
tt0148978,\N
tt0148979,\N
tt0148980,nm0460667
tt0148981,nm0655230
tt0148982,nm0004372
tt0148983,nm0113049
tt0148984,nm0059335
tt0148985,nm0871399
tt0148986,\N
tt0148987,\N
tt0148988,\N
tt0148989,nm0408868
tt0148990,\N
tt0148991,nm0407990
tt0148992,nm0289245
tt0148993,nm0576183
tt0148994,nm1179305
tt0148995,\N
tt0148996,\N
tt0148997,\N
tt0148998,nm0205074
tt0148999,nm0711197
tt0149000,nm0711197
tt0149001,nm0926880
tt0149002,nm0250038
tt0149003,\N
tt0149004,\N
tt0149005,nm0134536
tt0149006,nm0094217
tt0149007,nm0000465
tt0149008,\N
tt0149009,\N
tt0149010,\N
tt0149011,\N
tt0149012,nm0391058
tt0149013,nm0391058
tt0149014,nm0064508
tt0149015,nm0821361
tt0149016,nm0096448
tt0149017,nm0412650
tt0149018,\N
tt0149019,nm0006761
tt0149020,\N
tt0149022,nm0118438
tt0149023,nm4725576
tt0149024,nm0289245
tt0149025,nm0273871
tt0149026,\N
tt0149027,nm0350935
tt0149028,nm0805242
tt0149029,nm0191386
tt0149030,nm0000465
tt0149031,nm0126864
tt0149032,nm0127660
tt0149033,\N
tt0149034,\N
tt0149035,\N
tt0149036,nm3124391
tt0149037,nm0707009
tt0149038,nm1454015
tt0149039,\N
tt0149040,\N
tt0149041,\N
tt0149042,\N
tt0149043,\N
tt0149044,\N
tt0149045,nm0707009
tt0149046,\N
tt0149047,nm0548833
tt0149048,\N
tt0149049,\N
tt0149050,\N
tt0149051,\N
tt0149052,nm0548833
tt0149053,nm0548833
tt0149054,\N
tt0149055,\N
tt0149056,\N
tt0149057,nm0070724
tt0149058,\N
tt0149059,\N
tt0149060,\N
tt0149061,\N
tt0149062,\N
tt0149063,\N
tt0149064,nm0547771
tt0149065,\N
tt0149066,nm0457046
tt0149067,nm0224595
tt0149068,\N
tt0149069,\N
tt0149070,nm4725576
tt0149071,nm0043668
tt0149072,nm0010799
tt0149073,\N
tt0149074,nm0091537
tt0149075,\N
tt0149076,\N
tt0149077,nm0496928
tt0149078,nm0511107
tt0149079,nm0000465
tt0149080,nm0139418
tt0149081,\N
tt0149082,nm0744342
tt0149083,nm0460667
tt0149084,nm0460667
tt0149085,nm4897186
tt0149086,nm0460667
tt0149087,nm0460667
tt0149088,\N
tt0149089,nm0476668
tt0149090,nm0224595
tt0149091,\N
tt0149092,nm0721779
tt0149093,nm0249982
tt0149095,\N
tt0149096,\N
tt0149097,nm0205074
tt0149098,\N
tt0149099,nm0445701
tt0149100,nm0816917
tt0149101,nm0793298
tt0149102,nm0269755
tt0149103,nm0191386
tt0149104,\N
tt0149105,nm0106036
tt0149106,nm1174179
tt0149107,\N
tt0149108,nm0006761
tt0149109,nm1338542
tt0149110,nm0312911
tt0149111,nm0039301
tt0149112,nm0289245
tt0149114,nm2596130
tt0149115,nm0263718
tt0149116,\N
tt0149117,nm0258007
tt0149118,nm0185955
tt0149119,\N
tt0149120,\N
tt0149121,nm0094217
tt0149122,nm0094217
tt0149123,nm0094217
tt0149124,nm0496928
tt0149125,nm0068871
tt0149126,nm1114696
tt0149128,nm0170280
tt0149129,nm0170280
tt0149130,nm0170280
tt0149131,\N
tt0149132,nm0249892
tt0149133,nm0094217
tt0149134,\N
tt0149135,\N
tt0149136,nm1301940
tt0149137,nm0249892
tt0149138,nm0711197
tt0149139,\N
tt0149140,nm0094217
tt0149141,\N
tt0149142,nm0722551
tt0149143,nm0441831
tt0149144,\N
tt0149145,nm0002049
tt0149146,nm0145797
tt0149147,\N
tt0149148,nm0511107
tt0149149,nm0293410
tt0149150,\N
tt0149151,nm0001270
tt0149152,nm0786249
tt0149153,nm0548833
tt0149154,\N
tt0149155,\N
tt0149156,\N
tt0149157,\N
tt0149158,nm0075520
tt0149159,\N
tt0149160,nm0711197
tt0149161,\N
tt0149162,nm0094217
tt0149163,nm0205074
tt0149164,nm0934365
tt0149165,\N
tt0149166,\N
tt0149167,nm0348193
tt0149168,nm0348193
tt0149169,nm0348193
tt0149170,nm0348193
tt0149171,nm0004874
tt0149172,nm0546184
tt0149173,nm0921931
tt0149175,nm0826917
tt0149176,nm0603476
tt0149177,nm0743889
tt0149178,nm0157643
tt0149179,nm0655230
tt0149180,nm0719072
tt0149181,\N
tt0149182,nm0383510
tt0149183,\N
tt0149184,nm0134536
tt0149185,\N
tt0149186,\N
tt0149187,nm0391058
tt0149188,\N
tt0149189,\N
tt0149190,\N
tt0149191,nm0070724
tt0149192,nm0835436
tt0149193,nm0365954
tt0149194,nm0365954
tt0149195,\N
tt0149196,nm0227584
tt0149198,nm0090557
tt0149199,nm0341001
tt0149200,nm0850249
tt0149201,\N
tt0149202,nm0786249
tt0149203,\N
tt0149204,\N
tt0149205,\N
tt0149206,\N
tt0149207,nm1262796
tt0149208,nm0782779
tt0149209,nm0629999
tt0149210,nm0112760
tt0149211,nm0859763
tt0149212,nm0232705
tt0149213,nm0204190
tt0149214,nm0282285
tt0149215,nm0723704
tt0149216,nm0722551
tt0149217,nm0722551
tt0149218,\N
tt0149219,nm0481131
tt0149220,\N
tt0149221,nm0546184
tt0149222,nm0522772
tt0149223,nm0335395
tt0149224,nm0373521
tt0149226,nm0958189
tt0149227,nm0617239
tt0149228,nm0782804
tt0149230,nm0902290
tt0149231,nm0460667
tt0149232,nm0771515
tt0149233,nm0695581
tt0149234,nm0711197
tt0149235,nm0850895
tt0149236,nm0546184
tt0149237,nm0815428
tt0149238,\N
tt0149239,\N
tt0149240,\N
tt0149241,nm0776598
tt0149242,nm0461282
tt0149243,nm0516199
tt0149244,nm0950970
tt0149245,nm0845235
tt0149246,nm0476668
tt0149247,nm0854910
tt0149248,nm0412650
tt0149249,nm0546184
tt0149250,\N
tt0149251,nm0711197
tt0149252,nm0923798
tt0149253,nm0784805
tt0149255,nm0850249
tt0149256,nm0833750
tt0149257,nm0609183
tt0149258,nm0701902
tt0149259,nm0110270
tt0149260,nm0623927
tt0149261,nm0001317
tt0149262,nm0365489
tt0149263,nm0232705
tt0149264,nm0232705
tt0149265,nm0926880
tt0149267,nm0862666
tt0149268,nm0926880
tt0149270,nm0546184
tt0149271,nm0816917
tt0149272,nm0821361
tt0149273,nm0842593
tt0149274,nm0460667
tt0149275,nm0051019
tt0149276,\N
tt0149277,\N
tt0149278,nm0701982
tt0149279,nm0161728
tt0149280,nm0249892
tt0149281,nm0250337
tt0149282,nm0378408
tt0149283,nm0170058
tt0149284,nm0273202
tt0149285,nm0090557
tt0149286,nm0059335
tt0149287,nm0711197
tt0149288,nm0842593
tt0149289,nm0460667
tt0149290,nm0926880
tt0149291,nm0028968
tt0149292,\N
tt0149293,nm0232705
tt0149294,nm0360286
tt0149295,nm0090557
tt0149296,nm0511107
tt0149297,nm0816917
tt0149298,nm0846455
tt0149299,\N
tt0149300,nm0407990
tt0149301,nm0111753
tt0149302,nm0043668
tt0149303,nm0412650
tt0149304,nm0839237
tt0149305,nm0643741
tt0149307,nm0778338
tt0149308,nm0006761
tt0149309,nm0006761
tt0149310,nm0926880
tt0149311,nm0619605
tt0149312,nm0603422
tt0149313,nm0711197
tt0149314,nm0171381
tt0149315,nm0059335
tt0149316,nm0842593
tt0149317,nm0204190
tt0149318,nm0844161
tt0149319,nm0737831
tt0149320,nm0190677
tt0149321,nm0692491
tt0149322,nm0284747
tt0149324,nm0028078
tt0149327,nm0356372
tt0149328,nm0565187
tt0149329,nm0735305
tt0149330,nm0052549
tt0149331,nm0328221
tt0149332,nm0701982
tt0149333,nm0167966
tt0149334,nm0006761
tt0149335,nm0412650
tt0149336,\N
tt0149337,\N
tt0149338,nm0185277
tt0149339,\N
tt0149340,nm0237433
tt0149341,nm0436878
tt0149342,nm0312070
tt0149343,nm0111332
tt0149344,nm0257229
tt0149345,nm0708014
tt0149346,nm0157908
tt0149348,nm0926880
tt0149349,nm0204190
tt0149350,nm0906006
tt0149351,\N
tt0149352,nm0711197
tt0149353,nm0949918
tt0149354,nm0407990
tt0149355,nm0407990
tt0149356,nm0407990
tt0149357,nm0548190
tt0149358,\N
tt0149359,\N
tt0149360,\N
tt0149361,nm0204190
tt0149362,nm0412650
tt0149363,nm0861336
tt0149364,nm1282454
tt0149365,nm0476668
tt0149366,nm0249892
tt0149367,nm0437709
tt0149368,nm0460667
tt0149370,nm0724543
tt0149371,nm0804556
tt0149372,nm0748495
tt0149373,nm0232705
tt0149374,nm0204190
tt0149375,nm0232705
tt0149376,nm0850249
tt0149377,nm0888672
tt0149378,nm0718243
tt0149379,nm0436904
tt0149380,nm0005196
tt0149381,nm0006761
tt0149382,nm0546184
tt0149383,nm0205074
tt0149384,nm0926880
tt0149385,nm0942611
tt0149386,nm0032540
tt0149387,nm0926880
tt0149389,nm1640738
tt0149390,nm0862666
tt0149391,nm0407990
tt0149392,nm0157908
tt0149393,nm0321159
tt0149394,nm0739863
tt0149395,nm0522772
tt0149396,nm0626409
tt0149397,nm0947718
tt0149398,nm0005826
tt0149399,nm0218653
tt0149400,nm0460667
tt0149401,nm0598408
tt0149402,nm0770614
tt0149403,nm0879376
tt0149404,nm0477591
tt0149405,nm0305547
tt0149406,nm0273335
tt0149407,nm0239801
tt0149408,nm3925598
tt0149409,nm0858253
tt0149410,nm0958189
tt0149411,nm0816879
tt0149412,nm0745599
tt0149413,nm0934171
tt0149415,nm8020824
tt0149416,nm0507563
tt0149417,nm0276899
tt0149418,\N
tt0149419,nm0848222
tt0149420,nm0328604
tt0149421,nm0235663
tt0149422,nm0100369
tt0149423,nm0051894
tt0149424,\N
tt0149425,nm0527917
tt0149426,\N
tt0149427,nm0106284
tt0149428,nm0256149
tt0149429,nm0578053
tt0149430,nm0561797
tt0149431,nm0786310
tt0149432,nm0565732
tt0149433,nm0835399
tt0149434,nm1690980
tt0149435,nm0181884
tt0149436,\N
tt0149437,nm0892144
tt0149438,nm0174659
tt0149439,nm0001915
tt0149440,nm0682538
tt0149441,nm0037790
tt0149442,nm0793519
tt0149443,nm0100189
tt0149445,nm0565732
tt0149447,nm0266457
tt0149448,nm0132490
tt0149449,nm0777029
tt0149450,nm0326950
tt0149452,nm0181761
tt0149453,nm0181417
tt0149454,nm0932995
tt0149455,nm0725011
tt0149456,nm0553235
tt0149457,nm1078193
tt0149458,nm0010128
tt0149459,nm0524298
tt0149460,nm0042796
tt0149461,nm0743957
tt0149462,nm0328604
tt0149463,nm0615113
tt0149464,nm0822775
tt0149465,nm0683261
tt0149466,nm0520683
tt0149467,nm0350323
tt0149468,nm0885989
tt0149469,nm0208548
tt0149470,nm0042768
tt0149471,nm2602348
tt0149472,nm0019464
tt0149473,\N
tt0149474,nm0256495
tt0149475,nm0745599
tt0149476,nm0275489
tt0149477,nm0619459
tt0149478,nm0582543
tt0149479,nm0894817
tt0149480,nm0643886
tt0149481,nm0894817
tt0149482,nm0582810
tt0149483,nm0745599
tt0149484,nm0165965
tt0149486,nm0753955
tt0149488,nm0454157
tt0149489,nm0208862
tt0149490,nm0339217
tt0149491,nm0376290
tt0149492,nm0277946
tt0149493,\N
tt0149494,nm0004541
tt0149495,nm0533564
tt0149497,nm0655325
tt0149498,nm0294673
tt0149499,nm0775008
tt0149501,nm0894146
tt0149502,nm0302497
tt0149503,nm0586198
tt0149504,nm0666274
tt0149506,nm1062784
tt0149508,nm0163124
tt0149509,nm0852123
tt0149510,nm0539516
tt0149511,nm0679002
tt0149512,nm0201283
tt0149513,nm2113815
tt0149514,nm0216505
tt0149515,nm0144758
tt0149516,nm1577658
tt0149517,nm0905354
tt0149518,nm0027733
tt0149519,nm0595657
tt0149520,nm0500722
tt0149521,nm0170235
tt0149522,nm1147348
tt0149523,nm2849052
tt0149524,nm0000835
tt0149525,nm2195543
tt0149526,nm0889706
tt0149527,\N
tt0149528,nm0999505
tt0149529,nm0774221
tt0149530,\N
tt0149531,nm2984951
tt0149532,\N
tt0149533,nm0870245
tt0149534,nm0214679
tt0149535,nm2138342
tt0149536,nm0217516
tt0149537,nm0129181
tt0149538,nm0423228
tt0149539,nm0142438
tt0149540,nm0888505
tt0149541,nm1013668
tt0149542,nm0607883
tt0149543,nm0694838
tt0149544,nm0468518
tt0149545,nm0080588
tt0149546,nm0098336
tt0149547,\N
tt0149548,nm2332402
tt0149549,\N
tt0149550,\N
tt0149551,nm0775268
tt0149552,nm0959588
tt0149553,nm0959588
tt0149555,nm0048875
tt0149556,nm0009463
tt0149557,nm0856056
tt0149558,nm0710888
tt0149559,nm0959588
tt0149560,nm0516360
tt0149561,nm0524188
tt0149562,\N
tt0149563,nm0674261
tt0149564,nm0511168
tt0149565,nm0959588
tt0149566,nm0959588
tt0149567,nm0368461
tt0149568,nm0438501
tt0149569,nm0009778
tt0149570,nm0019464
tt0149571,nm0154140
tt0149572,nm0013255
tt0149573,nm0080315
tt0149574,nm0007815
tt0149575,nm0019464
tt0149576,nm0407990
tt0149577,nm0059335
tt0149578,nm0191386
tt0149579,nm0959588
tt0149580,nm0959588
tt0149581,nm0639033
tt0149582,nm0460667
tt0149583,nm0522772
tt0149584,\N
tt0149585,nm0066790
tt0149586,nm0000088
tt0149587,nm0059335
tt0149588,nm0294758
tt0149589,nm0460667
tt0149590,nm0711197
tt0149591,nm0711197
tt0149592,nm0232705
tt0149593,nm0711197
tt0149594,nm0012540
tt0149595,nm0711197
tt0149596,nm0711197
tt0149597,nm0516360
tt0149598,nm0006761
tt0149599,\N
tt0149600,nm0047956
tt0149601,nm0022858
tt0149602,nm0013255
tt0149603,nm0724858
tt0149604,nm0017503
tt0149605,nm1862056
tt0149606,nm0718033
tt0149607,nm0012540
tt0149608,nm0959588
tt0149609,nm0755113
tt0149610,nm0608487
tt0149611,nm0232705
tt0149612,nm0365489
tt0149613,nm0826343
tt0149614,nm0222118
tt0149615,\N
tt0149616,nm0711197
tt0149617,nm0006761
tt0149618,nm0319690
tt0149620,nm0059335
tt0149621,nm0711197
tt0149622,nm0020034
tt0149624,nm0000671
tt0149625,nm0460667
tt0149626,nm0205074
tt0149627,nm0676577
tt0149628,nm0666192
tt0149629,nm2436883
tt0149630,nm0005844
tt0149631,nm0078016
tt0149632,nm0500713
tt0149633,nm0816917
tt0149634,nm0608487
tt0149635,nm0816917
tt0149636,nm0365954
tt0149637,nm0748076
tt0149638,nm0034257
tt0149639,nm0460667
tt0149640,nm0656496
tt0149641,nm0724858
tt0149642,nm0742985
tt0149643,nm0959588
tt0149644,nm0608487
tt0149645,nm0959588
tt0149646,nm0014084
tt0149647,nm0289245
tt0149648,nm0377896
tt0149649,\N
tt0149650,nm0581903
tt0149652,nm0701718
tt0149653,nm0684510
tt0149655,nm0335093
tt0149656,nm0134383
tt0149657,nm0438572
tt0149658,nm0826343
tt0149659,nm0927628
tt0149660,nm0816917
tt0149661,nm0470749
tt0149662,nm0407990
tt0149663,nm0407990
tt0149664,nm0382291
tt0149665,nm0483896
tt0149666,nm0460667
tt0149668,nm0460667
tt0149669,nm0954713
tt0149670,nm1388565
tt0149672,nm0382327
tt0149673,nm0460667
tt0149674,nm0019464
tt0149675,nm0826264
tt0149676,nm0347890
tt0149677,nm0107664
tt0149678,\N
tt0149679,nm0249892
tt0149680,nm0468067
tt0149681,nm0013255
tt0149682,nm0913773
tt0149683,nm0205074
tt0149684,nm0332441
tt0149685,nm0205074
tt0149686,nm0959588
tt0149687,nm0673375
tt0149688,nm0816917
tt0149689,nm0745131
tt0149690,\N
tt0149691,nm0911061
tt0149692,nm0365489
tt0149693,nm0695462
tt0149694,nm0013255
tt0149695,nm0314736
tt0149696,nm1743280
tt0149697,nm0480190
tt0149698,nm0590667
tt0149699,nm0469178
tt0149700,nm0626438
tt0149701,nm0522772
tt0149702,nm0064837
tt0149703,nm0205074
tt0149704,nm0626456
tt0149705,nm0194492
tt0149706,nm8002465
tt0149707,nm0478800
tt0149708,nm0611531
tt0149709,nm0546184
tt0149710,nm0805623
tt0149711,nm0067120
tt0149712,nm0330207
tt0149713,nm0402161
tt0149714,nm0006761
tt0149715,nm0471837
tt0149716,nm0134383
tt0149717,nm0237713
tt0149718,nm0460667
tt0149719,nm0842593
tt0149720,nm0157908
tt0149721,nm0216089
tt0149722,nm0816917
tt0149723,nm0000934
tt0149724,nm0006761
tt0149725,nm0657469
tt0149726,nm0232705
tt0149727,\N
tt0149728,nm0304818
tt0149729,nm0623855
tt0149730,nm0136490
tt0149731,nm0310228
tt0149732,nm0134383
tt0149733,nm0156668
tt0149734,nm0816917
tt0149735,nm0309383
tt0149736,\N
tt0149737,nm0365489
tt0149738,nm0814696
tt0149739,nm0781925
tt0149740,nm0154140
tt0149741,nm0419737
tt0149742,nm0060430
tt0149743,nm0086960
tt0149744,nm0742985
tt0149745,nm0471503
tt0149746,nm0689838
tt0149747,\N
tt0149748,nm0237713
tt0149749,nm0460667
tt0149750,nm0351411
tt0149751,nm0009778
tt0149752,nm0959588
tt0149753,nm0013255
tt0149754,nm0472716
tt0149755,nm0482742
tt0149756,nm0432213
tt0149757,nm0285710
tt0149758,nm0522772
tt0149759,nm0711197
tt0149760,nm0460667
tt0149761,nm0460667
tt0149762,nm0460667
tt0149763,\N
tt0149764,\N
tt0149765,nm0232705
tt0149766,nm0721779
tt0149767,nm0408868
tt0149768,nm3408208
tt0149769,nm0205074
tt0149770,nm0400056
tt0149771,nm0916412
tt0149772,nm0051135
tt0149773,nm0898521
tt0149774,nm0013255
tt0149775,nm0711197
tt0149776,nm0012540
tt0149777,nm0166996
tt0149778,nm0759527
tt0149779,nm0134255
tt0149780,nm0522772
tt0149781,nm0191386
tt0149782,nm0816917
tt0149783,nm0241379
tt0149784,nm0009778
tt0149785,nm0332441
tt0149787,nm0608487
tt0149788,nm0826343
tt0149789,nm0456552
tt0149790,nm0191386
tt0149791,nm0827860
tt0149792,nm0399524
tt0149793,nm0816917
tt0149794,nm0816917
tt0149796,nm0608487
tt0149797,nm0711197
tt0149798,nm0205074
tt0149799,nm0711197
tt0149800,nm0711197
tt0149801,nm0232705
tt0149802,nm0294758
tt0149803,nm0000835
tt0149804,nm0182281
tt0149805,nm0332441
tt0149806,nm0526645
tt0149807,nm0006761
tt0149808,nm0205074
tt0149809,nm0312070
tt0149810,nm0400056
tt0149811,\N
tt0149812,\N
tt0149813,nm0460667
tt0149814,nm0438030
tt0149815,nm0191386
tt0149816,nm0460667
tt0149817,nm0608487
tt0149818,nm0232705
tt0149820,nm0053484
tt0149821,nm0053484
tt0149822,nm0053484
tt0149823,nm0360286
tt0149824,nm0053484
tt0149825,nm0264738
tt0149826,nm0460667
tt0149827,nm0816917
tt0149828,nm0237713
tt0149829,nm0711197
tt0149830,nm0194330
tt0149831,nm0711197
tt0149832,nm0006761
tt0149833,nm0006761
tt0149834,nm0360253
tt0149835,nm0400056
tt0149836,nm0132159
tt0149837,nm0666192
tt0149838,nm0382291
tt0149839,nm0078016
tt0149840,nm0899052
tt0149841,nm0955068
tt0149842,nm0894146
tt0149843,nm0729524
tt0149844,nm0031758
tt0149845,nm0728774
tt0149846,nm0460667
tt0149847,nm0232705
tt0149848,nm0237713
tt0149849,nm0237713
tt0149850,nm2223387
tt0149851,\N
tt0149852,nm0376664
tt0149853,nm0739104
tt0149854,nm0594098
tt0149855,nm0579765
tt0149856,nm0007815
tt0149857,nm0080325
tt0149858,nm0460667
tt0149859,nm0031758
tt0149860,nm0460667
tt0149861,nm0051135
tt0149862,nm0006761
tt0149863,nm0205074
tt0149864,nm0522772
tt0149865,nm0816917
tt0149866,nm0816917
tt0149867,nm0516360
tt0149868,nm0853074
tt0149869,nm0059335
tt0149870,nm0330207
tt0149871,\N
tt0149872,nm0053484
tt0149873,nm0205074
tt0149874,nm0025937
tt0149875,nm0013256
tt0149876,nm0365489
tt0149877,nm0908419
tt0149878,nm0522772
tt0149879,nm0287888
tt0149880,nm0111278
tt0149881,nm1226290
tt0149882,nm0959588
tt0149883,nm0013255
tt0149884,nm0365489
tt0149885,nm0332441
tt0149886,nm0711197
tt0149887,nm0205074
tt0149889,nm0006761
tt0149890,nm0522772
tt0149891,nm0856056
tt0149892,nm0546184
tt0149893,nm0755411
tt0149894,nm0332441
tt0149895,nm0319013
tt0149896,nm0075731
tt0149897,nm0447312
tt0149898,nm0954693
tt0149899,nm0411027
tt0149900,nm8132213
tt0149901,nm0400056
tt0149902,nm0608487
tt0149903,nm0191386
tt0149904,nm0762351
tt0149905,nm0746930
tt0149906,nm0460667
tt0149907,nm0921464
tt0149908,nm0608487
tt0149909,nm0608487
tt0149910,nm0745037
tt0149911,nm0083104
tt0149912,nm0702429
tt0149913,\N
tt0149914,nm0126565
tt0149915,nm0883127
tt0149916,nm0522772
tt0149917,nm0649573
tt0149918,nm0941782
tt0149919,nm0711197
tt0149920,\N
tt0149921,nm0522772
tt0149922,\N
tt0149923,nm0192497
tt0149924,nm0131051
tt0149925,nm0841698
tt0149926,nm0842593
tt0149927,nm0191386
tt0149928,nm0522772
tt0149929,nm0205074
tt0149930,nm0816917
tt0149931,nm0182231
tt0149932,nm0879209
tt0149933,nm0879209
tt0149934,nm0154140
tt0149935,nm0460667
tt0149936,nm0829954
tt0149937,nm0607883
tt0149938,nm0310473
tt0149939,nm0460667
tt0149940,\N
tt0149941,nm0131051
tt0149942,nm0816917
tt0149943,nm0246866
tt0149944,nm0332441
tt0149945,nm0006761
tt0149946,nm6875477
tt0149947,nm0081331
tt0149948,nm0818881
tt0149949,nm0784395
tt0149950,nm0205074
tt0149951,nm0275312
tt0149952,nm0390870
tt0149953,nm0390870
tt0149954,nm0657469
tt0149955,nm0695456
tt0149956,nm0816917
tt0149957,nm0204190
tt0149958,nm0237713
tt0149959,nm0205074
tt0149960,nm0403774
tt0149962,nm0332441
tt0149963,nm0666362
tt0149964,nm0956169
tt0149965,nm0564970
tt0149966,nm0888585
tt0149967,nm0365954
tt0149968,\N
tt0149969,nm0273208
tt0149970,nm0390870
tt0149971,nm0390870
tt0149972,nm0666192
tt0149973,nm0221423
tt0149974,nm0330207
tt0149975,\N
tt0149976,nm0000835
tt0149977,\N
tt0149978,nm0856056
tt0149979,nm0608487
tt0149980,nm0608487
tt0149981,nm0205074
tt0149982,nm0215126
tt0149983,nm0006761
tt0149984,nm0053484
tt0149985,\N
tt0149986,nm0399524
tt0149987,nm0360253
tt0149988,nm0332441
tt0149989,nm0873152
tt0149991,nm0608487
tt0149992,nm0832617
tt0149993,nm0574431
tt0149994,nm0633064
tt0149995,nm0856056
tt0149996,nm0460667
tt0149997,nm0006761
tt0149998,nm0006761
tt0149999,nm0460667
tt0150000,nm0332441
tt0150001,nm0232705
tt0150002,nm0460667
tt0150003,nm0568034
tt0150004,nm0051135
tt0150005,nm0816917
tt0150006,nm0006761
tt0150007,nm0111299
tt0150008,nm1309408
tt0150009,nm0275421
tt0150010,nm0139151
tt0150011,nm8060111
tt0150012,nm0056019
tt0150013,nm0821707
tt0150014,nm0816917
tt0150015,nm0841041
tt0150016,nm0692827
tt0150017,nm0460667
tt0150018,nm0006761
tt0150019,nm0122319
tt0150020,nm0006761
tt0150021,nm0005077
tt0150022,nm0854910
tt0150023,nm0657469
tt0150024,nm0959588
tt0150025,nm0400056
tt0150026,nm0460667
tt0150027,nm0879209
tt0150028,nm0608487
tt0150029,nm0854910
tt0150030,nm0487237
tt0150031,\N
tt0150032,nm0006761
tt0150033,\N
tt0150034,nm0641193
tt0150035,nm0408645
tt0150036,nm0460667
tt0150037,nm0294758
tt0150038,nm4738756
tt0150039,nm0122319
tt0150040,nm0272059
tt0150041,nm0116568
tt0150042,nm0460667
tt0150043,nm0006761
tt0150044,nm0421165
tt0150045,nm0894146
tt0150046,nm0130725
tt0150047,nm0460667
tt0150048,nm0006761
tt0150049,nm0006761
tt0150050,nm0006761
tt0150051,nm0006761
tt0150052,nm0842593
tt0150053,nm0157337
tt0150054,nm0551630
tt0150055,nm0783159
tt0150056,nm0648839
tt0150057,nm0628308
tt0150058,nm0711197
tt0150059,nm0711197
tt0150060,nm0460667
tt0150061,nm0711197
tt0150062,nm0205074
tt0150063,nm0634366
tt0150064,nm0460667
tt0150065,nm0854910
tt0150066,nm0460667
tt0150067,nm0332441
tt0150068,nm0205074
tt0150069,nm0205074
tt0150070,nm0460667
tt0150071,nm0053484
tt0150072,nm0232705
tt0150073,nm0332441
tt0150074,nm0205074
tt0150075,nm0204190
tt0150076,nm0747215
tt0150077,nm0412650
tt0150078,nm0237713
tt0150079,nm0693398
tt0150080,nm0608487
tt0150082,nm0959588
tt0150083,nm0740201
tt0150084,nm0488123
tt0150085,nm0608487
tt0150086,nm0004454
tt0150087,nm0476668
tt0150088,nm0205074
tt0150090,nm0407990
tt0150091,nm0007815
tt0150092,nm0673931
tt0150093,nm0332441
tt0150094,nm0513332
tt0150095,nm0761525
tt0150096,nm0816917
tt0150097,nm0692641
